         k,      dist,      rank,  max_rank,      vnum,   tot_hit, cost_edbt,  gen_edbt,   cost_ki,    gen_ki,  cost_ffp,   gen_ffp,rtree_cost, cost_poly,  gen_poly, sort_cost,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,   cost_fc,    gen_fc,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys,  vertices,         x,         y
         5,   58.6755,         8,         8,        16,         9,         0,         0,    72.674,       130,   218.198,       603,         0,         0,         0,         0,   3963.91,        79,      3884,        71,         8,        23,         0,         0,    74.229,       109,   7904.46,      9560,      8391,      8674,      5639,         0,         0,        56,        47,      5504,       177,       261
         5,   53.8547,         7,         7,        23,         8,         0,         0,    56.576,       199,   675.272,      1758,         0,         0,         0,         0,   4440.16,       101,      4362,        83,        19,        18,         0,         0,    84.352,       157,   7904.46,      9560,      8391,      8674,      5639,         0,         0,        56,        47,      5504,       205,       182
         5,   88.8026,         7,         7,        30,         8,         0,         0,   179.923,       314,    455.96,      1311,         0,         0,         0,         0,   9570.02,       171,      9372,       187,        17,        51,         0,         0,   233.504,       257,   7904.46,      9560,      8391,      8674,      5639,         0,         0,        56,        47,      5504,        72,       145
         5,   52.9372,         6,         6,        17,         6,         0,         0,     75.09,       236,     87.44,       303,         0,         0,         0,         0,   3843.57,        90,      3771,        87,        18,        35,         0,         0,   137.573,       191,   7904.46,      9560,      8391,      8674,      5639,         0,         0,        56,        47,      5504,        59,       250
         5,   98.8274,        19,        19,        22,        19,         0,         0,   266.496,       541,   2398.55,      6946,         0,         0,         0,         0,   10468.5,       233,     10237,       220,        34,        40,         0,         0,   249.668,       345,   7904.46,      9560,      8391,      8674,      5639,         0,         0,        56,        47,      5504,       100,       107
         5,    19.105,         5,         5,        10,         5,         0,         0,    13.869,        63,     1.418,        35,         0,         0,         0,         0,   336.202,        24,       328,        10,         1,         3,         0,         0,    12.505,        28,   7904.46,      9560,      8391,      8674,      5639,         0,         0,        56,        47,      5504,       251,       158
         5,   110.226,         8,         8,        67,        11,         0,         0,   182.628,       454,   1238.61,      3547,         0,         0,         0,         0,   13745.3,       325,     13419,       304,        37,        35,         0,         0,   249.141,       330,   7904.46,      9560,      8391,      8674,      5639,         0,         0,        56,        47,      5504,        45,        92
         5,   109.086,         1,        14,        38,        18,         0,         0,   159.909,       461,   2397.68,      6937,         0,         0,         0,         0,   12109.9,       291,     11837,       266,        35,        32,         0,         0,   258.673,       357,   7904.46,      9560,      8391,      8674,      5639,         0,         0,        56,        47,      5504,        88,        82
         5,   31.7805,         5,         5,        10,         5,         0,         0,     35.63,        95,      3.28,        34,         0,         0,         0,         0,   942.841,        28,       924,        21,         3,        10,         0,         0,    22.627,        45,   7904.46,      9560,      8391,      8674,      5639,         0,         0,        56,        47,      5504,       140,       244
         5,   101.598,         4,         7,        41,        12,         0,         0,   149.265,       395,   1349.81,      3580,         0,         0,         0,         0,   12040.9,       280,     11779,       265,        24,        33,         0,         0,   209.422,       265,   7904.46,      9560,      8391,      8674,      5639,         0,         0,        56,        47,      5504,        75,        65
